### This is 2D distribution, X from X=np.linspace(-4.0,4.0,num=21,endpoint=True)  Y from Y=np.linspace(-3.0772,3.0772,num=50,endpoint=True) Y, X = np.meshgrid(Y, X)
1.125644290127201658e-01 1.853877510061688050e-01 1.489503896141474160e-01 2.524751090807706433e-01 1.822469922137373299e-01 2.044636125134872418e-01 1.345296087492808268e-01 2.090227159574819249e-01 1.271658433790952558e-01 1.648620221108537121e-01 1.281586869846883525e-01 1.986526963636633669e-01 2.016394652976236379e-01 1.454175073504986593e-01 2.527093819387650209e-01 1.363564310964248960e-01 1.259596765502450644e-01 8.139264412672167492e-02 1.196576694448149430e-01 2.000689208425205090e-01 1.596834329099300065e-01 8.098103410011363301e-02 1.474851475112552990e-01 1.132901087620840352e-01 8.688074603403891927e-02
1.569633860397780523e-01 3.012954337361172241e-01 1.633298034726368420e-01 3.128057799286129148e-01 2.471565670704185536e-01 1.717078407104960791e-01 2.134130099130871205e-01 1.221231036211319204e-01 1.109414983134831278e-01 1.666853231001237667e-01 1.216743711639686476e-01 2.007231984079020370e-01 1.379063646664059062e-01 1.107474324910820845e-01 1.276710637014185634e-01 1.504970924174015012e-01 2.114743584280786015e-01 1.636344304290087148e-01 1.746176120408375887e-01 1.074340172557855244e-01 1.847737202423387626e-01 2.203247868575443913e-01 1.643844978932501866e-01 1.848391941724529530e-01 1.936329130131310972e-01
3.501854057891335970e-01 3.911135338571454789e-01 2.045241966628466856e-01 1.957848506183093584e-01 2.330364124234828027e-01 1.667225367448748607e-01 3.096713588335600620e-01 2.041642866987019300e-01 1.972504925721964564e-01 2.333350398300945983e-01 1.411976698186234447e-01 1.789424860655072780e-01 1.798205064908119377e-01 2.731387892299944053e-01 1.890659281044390905e-01 1.304237995012656748e-01 1.234740066372644884e-01 3.093556449447638634e-01 1.782466978211812714e-01 1.814299470749802801e-01 2.177495622865877334e-01 1.248592469734558230e-01 2.658113797261514866e-01 3.548180666482941836e-01 2.399976871505127562e-01
2.881255102229120513e-01 2.820845193039430709e-01 2.169960101463891122e-01 2.769014417331648326e-01 4.201094781115057852e-01 2.286289327369156743e-01 2.084071411436154153e-01 3.210862239242905924e-01 2.426873894856207137e-01 1.631045644814737017e-01 2.368042459477701367e-01 2.042915597692309682e-01 2.031742658428089265e-01 2.051532972728637993e-01 2.611573674421339697e-01 1.378605643440125594e-01 1.412241736861239716e-01 2.132125290929776651e-01 2.531805101557867976e-01 2.140997254729361809e-01 2.451781689372277417e-01 1.532407956781983438e-01 2.375166639961229786e-01 2.292662471959844572e-01 1.685078086514707751e-01
4.296715401133491818e-01 4.466214225904901469e-01 3.893953097757164583e-01 3.921845807828545083e-01 4.042998097972633764e-01 3.370060035425720413e-01 3.343479878547166995e-01 3.532946986007449719e-01 2.911360835850970719e-01 2.829495666151268796e-01 2.487958392485238868e-01 2.334800450763539759e-01 2.638801942590255356e-01 1.575681514762958813e-01 3.084195536287701600e-01 2.685580666083545731e-01 2.384343092755381588e-01 2.736281088963931629e-01 2.089656902011971518e-01 2.316968542904711548e-01 2.708268256315328748e-01 2.046646922435917393e-01 2.538691558633140999e-01 2.065095565640273079e-01 2.006880204863303041e-01
6.548193054687637682e-01 7.336414257605405886e-01 6.227147944424133996e-01 5.682407049868801741e-01 6.416644002295345262e-01 5.495944261175037537e-01 4.431930006547568079e-01 4.421975059995996715e-01 4.732601798810182614e-01 4.990233649182225784e-01 3.381516295345017853e-01 3.701596090969430097e-01 3.472670570034595561e-01 2.733592308610435784e-01 2.266476723758319434e-01 2.483659542901175410e-01 2.766844420730061316e-01 1.940810869986347997e-01 3.044507376103348650e-01 2.474292624453723610e-01 3.814522749161435855e-01 3.267450268489165421e-01 2.880948478632965326e-01 2.627882843839472460e-01 2.051245194330743593e-01
1.279303096182214716e+00 1.157956681813844924e+00 1.088867623246104976e+00 9.346507226570620608e-01 9.545894339287599450e-01 1.000814667397104119e+00 6.883367147350907267e-01 6.050513054463676488e-01 5.753049431022232429e-01 4.838245145987510321e-01 4.845648597098057841e-01 3.504762403123994341e-01 4.199152670661449593e-01 3.752124456952289910e-01 2.628581267052340631e-01 2.412867758885524627e-01 3.086210265117865781e-01 2.835954940314392991e-01 2.746337502849297008e-01 3.658057451099827051e-01 2.605153848930505389e-01 2.804724279490128369e-01 3.254451615203756143e-01 3.590444186260418613e-01 3.053769075537616229e-01
2.428201984297393867e+00 2.449167513024911091e+00 2.113981608766127618e+00 2.097425292979042677e+00 1.688362003475237350e+00 1.354910730850496181e+00 1.184211673781392804e+00 9.779669977812308623e-01 9.035884250475914037e-01 6.650999937366451897e-01 5.815872077247151717e-01 3.685671308940005053e-01 4.685006217191675648e-01 4.047689667651066525e-01 3.093803091441056363e-01 2.822652173601062353e-01 3.035102454525734905e-01 3.178239608481246981e-01 4.177634224522083217e-01 3.157001984942081063e-01 4.869516949448252641e-01 4.284526726780485961e-01 4.524641133673589777e-01 5.579472816387676115e-01 3.980024129264996824e-01
5.057091162531000883e+00 4.474911656411403094e+00 3.672133448048477078e+00 3.031648236165681798e+00 2.406550057149990263e+00 1.877118210600107195e+00 1.529906672821291336e+00 1.170682949003277740e+00 9.137285167499111793e-01 7.718231220538033233e-01 4.817336096618921037e-01 4.997739086212014681e-01 3.965670888787448667e-01 3.490338176614395937e-01 2.086336010783043093e-01 2.251648799539578971e-01 2.805301282920853456e-01 3.588625324155552132e-01 4.571268448718807664e-01 5.269048446219368742e-01 5.904441446084238709e-01 7.109096074257788000e-01 8.561787303116967784e-01 1.009214558157656594e+00 1.038890027072430389e+00
5.099725186597273918e+00 4.612297113781893998e+00 3.728373552403310587e+00 3.105134078722389557e+00 2.717503483139811049e+00 1.969052629543255772e+00 1.580749077198199348e+00 1.450658744542087542e+00 8.468342410571267909e-01 7.981543652451730253e-01 4.606138854503386004e-01 3.271943971593138101e-01 3.149535806214939226e-01 1.641041784567306705e-01 2.402257550346034443e-01 2.759308495632445957e-01 2.452230663948925526e-01 5.082389929837847209e-01 7.036583053342476690e-01 9.162747835440250288e-01 1.260499301011200668e+00 1.595988852397706603e+00 2.170644792846271987e+00 2.423508589401837554e+00 2.914519344782048993e+00
3.255921759873920962e+00 3.442126499182380339e+00 2.927227778430033123e+00 2.336281443088419341e+00 2.174680815365071851e+00 1.689396663325247960e+00 1.186551287794017639e+00 1.052153546876596346e+00 8.027437697379512516e-01 6.384349816341744477e-01 4.751039368737471347e-01 3.855157185430936884e-01 3.227743150345598333e-01 2.677401161157881848e-01 2.385230910096358681e-01 3.944443215359070276e-01 4.767436878257535482e-01 6.731657109594245680e-01 9.706281911361328563e-01 1.180299491740462337e+00 1.816895993778488982e+00 2.322532634407221686e+00 3.419421894292087760e+00 5.700413658522027305e+00 8.594846661064289961e+00
