### This is 2D distribution, X from X=np.linspace(-4.0,4.0,num=21,endpoint=True)  Y from Y=np.linspace(-3.0772,3.0772,num=50,endpoint=True) Y, X = np.meshgrid(Y, X)
1.889236546367513980e-01 1.576208988266301347e-01 1.408964510203172538e-01 1.820636044332106518e-01 1.860029077034081324e-01 1.846579439866165850e-01 1.388680728452454660e-01 7.962584850710176243e-02 2.058335742277755953e-01 9.994645507398487727e-02 1.361455062157276297e-01 1.765329958478014383e-01 1.252161258507611397e-01 1.627634055182485551e-01 3.065402806536885461e-01 1.909397450351705827e-01 1.485186935729708169e-01 1.216490216242672590e-01 1.461424230721815043e-01 1.294266270615991865e-01 1.573877717024946832e-01 1.594254364197970619e-01 1.521531044889616879e-01 8.553297199486803448e-02 1.186061855527197062e-01
1.714727257288250484e-01 1.555734591127147515e-01 2.236806654387723525e-01 1.999101829653274487e-01 1.557958503700931641e-01 2.241139864597797571e-01 2.284731838704940898e-01 2.614236369969912266e-01 1.451316738730807632e-01 1.455307752835290624e-01 2.548225444552706387e-01 1.979832337815584931e-01 1.721899567142669285e-01 1.409197555355485854e-01 2.705068464716590126e-01 1.589905353384015452e-01 2.053390066211397136e-01 2.040946950000922799e-01 2.184965897507212540e-01 1.812400823795239091e-01 1.294378803321473981e-01 1.197227613015153513e-01 1.083997685781978304e-01 1.981394991024403862e-01 1.884721947724141422e-01
2.724556693350144165e-01 2.085192171714736753e-01 2.263525906889266026e-01 2.906192421225873845e-01 2.489889035434310616e-01 1.676214846652769042e-01 1.983110062078946023e-01 2.080911381490176404e-01 1.958280883161820085e-01 1.993002593140724144e-01 2.027187522293104893e-01 2.656273588909093264e-01 2.281291790637272054e-01 1.033472742734282135e-01 2.296063425506057742e-01 1.920039009642646732e-01 2.143258414263227440e-01 1.616001946008623069e-01 1.858204490072271897e-01 1.775937461551843899e-01 1.760886703885107818e-01 2.019871890631350364e-01 1.246555825792536876e-01 2.349577527432008539e-01 2.301919528973378481e-01
2.932931204290396554e-01 3.096425930104280133e-01 2.540704481540504434e-01 2.184692665857417837e-01 2.550960551454098391e-01 2.506949277456929082e-01 2.445603183568237915e-01 2.276385380174211492e-01 2.810691949797494149e-01 2.326365042378667203e-01 2.407650237735154408e-01 2.301987251174696103e-01 2.465605852774855333e-01 2.761352437706360297e-01 2.916943912342897516e-01 1.983558585270338848e-01 1.242062430989477467e-01 2.058104900853020280e-01 1.843158028555076378e-01 1.509545189753260797e-01 2.308387140426543527e-01 1.319677121916121298e-01 2.394609726258781490e-01 2.475570353069216356e-01 2.034278806437979925e-01
4.209688484789917418e-01 3.213775327452778607e-01 3.503274446419833987e-01 3.127440552682692609e-01 2.892376955858859677e-01 2.827596237790165890e-01 1.845729876852311990e-01 2.224338942658574958e-01 2.330763956064353659e-01 2.800441229608018334e-01 3.020017172586337284e-01 3.324674083987455009e-01 3.348333675060273240e-01 2.358310664896238473e-01 2.014468028707625258e-01 1.625816858814047028e-01 2.420754418314733092e-01 2.112913182366646658e-01 2.040029407821121743e-01 2.257893230376265825e-01 1.757563870549013196e-01 1.541636452156286419e-01 2.249175500313456422e-01 1.279297686987859173e-01 2.225616077285083039e-01
2.824790765586087105e-01 4.175159559860029401e-01 3.676774075878565529e-01 3.324651148232370956e-01 2.962652357781475621e-01 3.827024839831038583e-01 4.317613621827214310e-01 3.805329476498117702e-01 3.308952924798794215e-01 2.966063564294082466e-01 2.552306872024628914e-01 5.092723102689237225e-01 2.721063978612727197e-01 3.317348923071205546e-01 2.632537752133117248e-01 2.534808182704716417e-01 2.099228773558246552e-01 2.203809607131304582e-01 2.296870416616772770e-01 1.697258223536156907e-01 2.201191082762473661e-01 1.338705122933697422e-01 2.316155989741741361e-01 1.797688228701893043e-01 2.663987152737211095e-01
5.082708708733295611e-01 6.509228577669904370e-01 4.904222790609492622e-01 4.420319034912204570e-01 3.725906123512855994e-01 4.463173646361813796e-01 3.728712530222839661e-01 3.065200573549479723e-01 3.430994008484422597e-01 5.879448288555085833e-01 2.589109580202196281e-01 3.558058791761876116e-01 4.038652149623859766e-01 3.905968823347783503e-01 3.130464920847856880e-01 2.340888151736085221e-01 2.240184337696023154e-01 2.131487887949498894e-01 3.116135366061622003e-01 2.936982004538986057e-01 2.840347577986360172e-01 2.753109922551590372e-01 3.605314971824010728e-01 3.158129185307372300e-01 2.967703383693247043e-01
1.190657211376418889e+00 1.113631507140198762e+00 1.010994075201112841e+00 7.489588846099562991e-01 6.389793826657439446e-01 6.645851106831597299e-01 6.262315300630822978e-01 3.298036483817127773e-01 3.405545913547587955e-01 4.012821263965872798e-01 3.789712869286248065e-01 3.672650504006607641e-01 1.884394548602729702e-01 3.670563410438705265e-01 2.948163791000280587e-01 2.802324231426945311e-01 3.075552580718372009e-01 2.908298495536560391e-01 2.591042449393839431e-01 3.294974472293337731e-01 2.423516639604690326e-01 2.736216678445575479e-01 3.547530660098287547e-01 3.154718984901659917e-01 3.970915632789245864e-01
3.278551584554757703e+00 2.680958246308958071e+00 2.087723094958620074e+00 1.494002771704479482e+00 1.006615088641592104e+00 7.760891821179419781e-01 5.677579266215148079e-01 6.165871796597173216e-01 4.446729689957287790e-01 4.920940350468884228e-01 3.703927574410471046e-01 2.567297214649426618e-01 3.150788827865909636e-01 3.154102482106473926e-01 2.462249961708689594e-01 4.060925348544476288e-01 4.068671666084884841e-01 2.862913848285270624e-01 3.167627471171146070e-01 3.083768269094426806e-01 4.225316183748047405e-01 3.767443902368224906e-01 4.968421904052328086e-01 4.213520779860520649e-01 4.946128224619620317e-01
3.692622875336338151e+00 3.124929609838367650e+00 2.198028214173438855e+00 1.732245919751903784e+00 1.250648458396534268e+00 6.921762634146289006e-01 7.135378943675269037e-01 5.190226314331506385e-01 4.631902512292925267e-01 4.697657545738693208e-01 3.779310895633803957e-01 2.849206884978185972e-01 2.752278601953775383e-01 2.254987412029713367e-01 3.412840927562523219e-01 3.015874095023321488e-01 2.837729263069252439e-01 3.237505671679514196e-01 4.249827531771803169e-01 5.692165229856560593e-01 5.797182357029581068e-01 8.522759563759924051e-01 1.033626427623498545e+00 1.407556505210759479e+00 1.886913851605191983e+00
